tweet_id,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,tweet_coord,tweet_created,tweet_location,user_timezone,text,target
569884407852437504,1.0,Flight Booking Problems,0.6366,Virgin America,,BeLeather,,0,"[0.0, 0.0]",2015-02-23 07:40:05 -0800,,Pacific Time (US & Canada),your site is tripping trying to check in and getting the plain text version am reluctant to enter any card info,2
569881548515708928,0.6593,,0.0,Virgin America,,drcaseydrake,,0,"[37.79374402, -122.39327564]",2015-02-23 07:28:43 -0800,"Dallas, TX",,was scheduled for sfo dal flight today changed to th due weather looks like flight still on,0
569873669700358144,0.6823,,0.0,Virgin America,,flyfromWAS,,0,,2015-02-23 06:57:25 -0800,"Washington, DC",Eastern Time (US & Canada),has getaway deals through may from one way lots of cool cities cheapflights farecompare,1
569873668131717120,1.0,,,Virgin America,,flyfromSEA,,0,,2015-02-23 06:57:24 -0800,Seattle,Central Time (US & Canada),has getaway deals through may from one way lots of cool cities cheapflights farecompare,0
569873665640292353,0.6806,,,Virgin America,,flyfromNYC,,0,,2015-02-23 06:57:24 -0800,"New York City, NY",Central Time (US & Canada),has getaway deals through may from one way lots of cool cities cheapflights farecompare,1
569873664612704256,0.6529,,,Virgin America,,flyfromLAX,,0,,2015-02-23 06:57:24 -0800,"Los Angeles, CA",Central Time (US & Canada),has getaway deals through may from one way lots of cool cities cheapflights farecompare,0
569872058613673984,0.6779999999999999,,,Virgin America,,Silvanabfer,,0,,2015-02-23 06:51:01 -0800,,,have great week,1
569861209781989377,0.3482,,0.0,Virgin America,,AdamJdubs,,0,,2015-02-23 06:07:54 -0800,Earth,Eastern Time (US & Canada),come back to phl already we need you to take us out of this horrible cold pleasecomeback,1
569847920192655361,1.0,Late Flight,1.0,Virgin America,,nicholas_v,,0,"[26.074379, -80.1416831]",2015-02-23 05:15:06 -0800,,Eastern Time (US & Canada),should be concerned that am about to fly on plane that needs to be delayed due to tech stop,2
569814339785338880,1.0,,,Virgin America,,tstashajones,,0,,2015-02-23 03:01:39 -0800,"Halifax, Nova Scotia, Canada",Eastern Time (US & Canada),is the best airline have flown on easy to change your reservation helpful representatives comfortable flying experience,1
569777607371128834,1.0,,,Virgin America,,SkateMamas,,0,,2015-02-23 00:35:42 -0800,"Los Angeles, CA",,and again another rep kicked butt naelah represents your team so beautifully thank you,1
569774078233419776,1.0,,,Virgin America,,dngoo,,0,,2015-02-23 00:21:40 -0800,"Near a park, water, or lights",Pacific Time (US & Canada),your beautiful front end design is down right now but it was cool to still book my ticket all your back end was secure,1
569770363623575552,1.0,,,Virgin America,,SamBrittenham,,0,,2015-02-23 00:06:55 -0800,USA,Eastern Time (US & Canada),love the team running gate at las tonight waited for delayed flight and they kept things entertaining,1
569748316776325120,0.6832,Customer Service Issue,0.3773,Virgin America,,usagibrian,,0,,2015-02-22 22:39:18 -0800,San Francisco CA,Pacific Time (US & Canada),use another browser brand with reputation built on tech response does not have cross browser compatible website,2
569741221783957504,1.0,Flight Booking Problems,0.6767,Virgin America,,usagibrian,,0,,2015-02-22 22:11:07 -0800,San Francisco CA,Pacific Time (US & Canada),and now the flight flight booking problems site is totally down folks what is the problem,2
569737603617943552,1.0,Customer Service Issue,0.6527,Virgin America,,KindofLuke,,0,,2015-02-22 21:56:44 -0800,,,like the customer service but min delay just for connecting passengers seems too long va,2
569714127792254976,1.0,,,Virgin America,,ptbrodie,,0,,2015-02-22 20:23:27 -0800,San Francisco,,thanks to your outstanding nyc jfk crew who moved mountains to get me home to san francisco tonight,1
569675144353828864,1.0,,,Virgin America,,cheryleng,,0,"[33.9469039, -118.40716847]",2015-02-22 17:48:33 -0800,,Pacific Time (US & Canada),you have the absolute best team and customer service ever every time fly with you delighted thank you,1
569674358135914496,1.0,,,Virgin America,,HishamSharaby,,0,,2015-02-22 17:45:25 -0800,New York,Eastern Time (US & Canada),do you provide complimentary upgrades to first class if there are available seats,0
569666477265018881,0.6703,Customer Service Issue,0.6703,Virgin America,,ChrisFordisHere,,0,"[51.04345575, -114.06071363]",2015-02-22 17:14:06 -0800,NYC,Tehran,need to change my flight thats scheduled in hours and min wait time on phone im calling intern help,2
569652497947734017,1.0,,,Virgin America,,JKF1897,,0,,2015-02-22 16:18:33 -0800,,,completely awesome experience last month bos las nonstop thanks for such an awesome flight and depart time vabeatsjblue,1
569649116487290880,1.0,,,Virgin America,,F6x,,0,"[40.64662464, -73.77090177]",2015-02-22 16:05:07 -0800,"San Francisco, CA",Pacific Time (US & Canada),how can watch the oscars on my jfk sfo flight,0
569643262459269120,0.6535,,0.0,Virgin America,,lawyang588,,0,,2015-02-22 15:41:51 -0800,,,is flight cancelled flightled and what do do if it is,0
569642845516275712,1.0,Customer Service Issue,0.6448,Virgin America,,melokudo,,0,,2015-02-22 15:40:12 -0800,,Eastern Time (US & Canada),you are failing your customers because your check in process does not link to tsa pre check,2
569634318349246464,1.0,Can't Tell,1.0,Virgin America,,ChrysiChrysic,,0,,2015-02-22 15:06:19 -0800,,,us too terrible airline just gave us hotel hotline number and said sorry,2
569633630978310145,1.0,,,Virgin America,,nikkisixxfan93,,0,,2015-02-22 15:03:35 -0800,"Sacramento,California",Pacific Time (US & Canada),has flight number from sfo to cabo san lucas arrived yet,0
569633279546036224,1.0,Cancelled Flight,0.6875,Virgin America,,ChrysiChrysic,,0,,2015-02-22 15:02:11 -0800,,,your assistance yesterday when cancelled flightled our flight was to give us hotel hotline shame on you,2
569630092273410048,1.0,Late Flight,1.0,Virgin America,,MOCBlogger,,0,,2015-02-22 14:49:31 -0800,San Diego,Alaska,another delayed flight likingyoulessandless,2
569627480425766912,1.0,Customer Service Issue,1.0,Virgin America,,tfaz,,0,,2015-02-22 14:39:09 -0800,"Oakland, California",Pacific Time (US & Canada),need to register service dog for first class ticket from sfo dulles the phone queue is an hour or longer pls advise,2
569625739231948800,1.0,,,Virgin America,,lisaptv,,1,,2015-02-22 14:32:14 -0800,,Mountain Time (US & Canada),you rock for making it so can watch oscars on my flight redcarpet oscars oscars,1
569625609799774208,1.0,,,Virgin America,,dropapp,,0,,2015-02-22 14:31:43 -0800,,,dropped track on you,0
569620102389350401,0.7011,,,Virgin America,,HollywoodHotMom,,0,,2015-02-22 14:09:50 -0800,All Over!,Pacific Time (US & Canada),always xoxo,1
569619569372823552,1.0,Flight Booking Problems,1.0,Virgin America,,GoShar2012,,0,,2015-02-22 14:07:43 -0800,"Providence, RI",Eastern Time (US & Canada),why can not we book seats on your flights when we buy them or even during check in creates so much anxiety frustrated,2
569618527948115968,0.6543,Flight Attendant Complaints,0.3562,Virgin America,,MOCBlogger,,0,,2015-02-22 14:03:34 -0800,San Diego,Alaska,you think paying an extra bucks rt for luggage might afford you hiring an extra hand at lame,2
569616490380439552,1.0,,,Virgin America,,SkateMamas,,0,,2015-02-22 13:55:28 -0800,"Los Angeles, CA",,best customer service rep in the world irmafromdallas takes the cake,1
569615109363929088,0.355,,0.0,Virgin America,,FiDiFamilies,,0,,2015-02-22 13:49:59 -0800,New York City ,Eastern Time (US & Canada),can you find us flt out of lax that is sooner than midnight on monday that would be great customer service,0
569614365755899905,0.6889,Late Flight,0.6889,Virgin America,,jarrydosborne,,0,,2015-02-22 13:47:02 -0800,New York,Eastern Time (US & Canada),please provide status for flight cant imagine it on time as the web indicates dude to weather here and or dallas,2
569614024578600960,1.0,,,Virgin America,,HollywoodHotMom,,0,,2015-02-22 13:45:41 -0800,All Over!,Pacific Time (US & Canada),you have amazing staff super helpful as just ran the princesshalf they have spoiled me with comfort,1
569609971383586817,1.0,Cancelled Flight,1.0,Virgin America,,mlorenzen,,0,,2015-02-22 13:29:34 -0800,"iPhone: 29.741360,-90.131523",Pacific Time (US & Canada),paid the premium to fly you across the country you cancelled flight my flight and offer no check fee or upgrade love sad face,2
